FEATURE,EXPERIM,FINT1_f1_mean,FINT1_f1_std,FINT2_f1_mean,FINT2_f1_std,rel. Diff
1.0,1.0,81.49107546774465,0.7710765918051533,82.2184324210129,0.45516952453020487,0.8925602577869454
1.0,2.0,76.05058843037745,1.8156934224800085,79.336396012541,3.533382842677186,4.320555106778217
2.0,1.0,78.0590247928203,0.8179559195108467,77.7990811835698,1.1158285778112471,-0.3330090401980116
2.0,2.0,71.99376587109386,1.173913126867007,72.69618941218909,1.1224326278807397,0.9756727302651881
3.0,1.0,80.8889711853528,0.8749227430044948,81.77937463126375,0.45219073057042675,1.10077237089669
3.0,2.0,74.43181301273333,0.5850823706465752,78.91586933199311,0.8360199155163806,6.024381427458544
4.0,1.0,80.29983038386628,0.5915287929444147,81.6457717645868,0.15302238157372805,1.6761447369021374
4.0,2.0,72.00548173156292,1.7811473496797723,78.17158105027758,2.404323043094596,8.563374857628105
5.0,1.0,74.77544725101019,1.1536941667158704,76.9340240301793,0.8995318491122731,2.8867453937427947
5.0,2.0,71.53327357459037,1.501146418130992,71.93203676413674,2.0345767474345724,0.5574513364477401
6.0,1.0,74.37628670641267,3.70329515644933,72.00052672653793,3.285326829340201,-3.194243871373464
6.0,2.0,75.9509543841292,1.417992368766813,72.09382971252549,1.876041797148419,-5.078441347946646
7.0,1.0,72.85017446591435,1.1075337771856626,74.45312782330427,0.884573594341843,2.200342510009942
7.0,2.0,71.02917284107534,2.022151761430883,71.56342232566502,0.73762022135023,0.7521550135252727
8.0,1.0,82.24985984399638,0.34017399472544685,83.06011029658443,0.43528571065195937,0.9851086118868235
8.0,2.0,83.25805793633367,0.42067644232124735,83.96580145085747,1.0670621151225728,0.8500600807491817
9.0,1.0,73.50309764628928,0.583875232203838,73.4992932257031,1.8922446432709954,-0.005175864294162965
9.0,2.0,81.09911653761561,0.2576784350380806,81.37037979063103,0.5766596378572251,0.334483610422071
10.0,1.0,74.9895791245479,1.709376625481698,76.43956727432122,1.7236016609737113,1.9335861951766355
10.0,2.0,72.1008565378227,2.4650559831795786,73.88878822525206,2.1219516900882933,2.4797648367623064
11.0,1.0,79.14941415662373,0.31493143673723606,79.42161067307416,0.7522999095859537,0.3439021240407274
11.0,2.0,73.67696777929866,0.6996307462595849,74.57373002860743,0.13311913814381,1.2171541206677234
12.0,1.0,75.02811072101802,0.6242430746533985,77.0558535334976,1.2175804888281996,2.7026441063129836
12.0,2.0,67.1945279633133,3.1218269597947015,72.68272136408508,0.9619042800646366,8.16761954748489
13.0,1.0,78.09765909190264,0.6200534446388605,80.0797794643668,1.0872189802685925,2.538002285230676
13.0,2.0,76.14388363573103,1.22603264020159,79.48723997382828,1.113294760184489,4.390840312390316
