,level_0,index,DIST,LAN_1,LAN_2,f1_1,f1_2,f1_3,f1_4,mean,variance,standard dev,common_features
88,119,122,2.23606797749979,Brt,Blg,80.02126340037209,77.8681279830298,76.175343490045,79.05145413870241,78.27904725303732,2.056588417487112,1.4340810358857383,7
89,120,123,2.23606797749979,Lit,Est,78.36338418862691,78.7682988389702,79.6026078857497,77.36360896212192,78.52447496886718,0.6488451977981876,0.8055092785301654,7
90,121,124,2.23606797749979,Tat,Ukr,56.0099607317306,58.21189444663249,57.3629972069729,62.02391904323821,58.40219285714355,4.988954048319539,2.2335966619601533,7
91,122,125,2.23606797749979,Lit,Arm,53.2599593252781,53.8191502239438,47.5895316804407,54.549914152563105,52.304638845556426,7.619969679255018,2.760429256339495,7
92,123,126,2.23606797749979,Grg,Brt,39.55458726700556,40.728982951205104,40.223599465305604,39.173228346456604,39.92009950749321,0.35945509475945225,0.5995457403396777,7
93,124,127,2.23606797749979,Grg,Ukr,62.934793631477504,63.389761370589405,64.6848759772222,63.6487804878048,63.66455286677348,0.41234173138223595,0.6421384051606289,7
94,125,128,2.23606797749979,Sln,Tat,47.7140317961884,44.91825222296586,50.6566241792197,48.148807404770295,47.85942890078607,4.1449254781096085,2.0359090053609,7
95,126,245,3.1622776601683795,Alb,Trk,75.6607320579453,77.83652786957398,76.4680200829513,76.117240610721,76.5206301552979,0.6591256191634819,0.811865517905202,2
96,127,246,3.1622776601683795,Tat,Eng,46.30052636806038,49.722484029741295,40.205067534259996,43.30636074976954,44.8836096704578,12.449707167716717,3.528414256818028,2
97,128,247,3.1622776601683795,Tat,Grk,63.07044497553199,63.2362747277172,63.002404671933995,62.0149761742682,62.83102513736284,0.22921398610724636,0.4787629748709129,2
98,129,248,3.1622776601683795,Grg,Fr,49.98868522290111,52.5197686769739,52.789896670493604,50.485865724381604,51.44605407368755,1.5011654019215646,1.2252205523584578,2
99,130,249,3.1622776601683795,Fin,Grm,71.40422972837521,72.8513238289205,68.0132649984926,71.2757367783609,70.8861388335373,3.133890218022103,1.7702797005055735,2
100,131,250,3.1622776601683795,It,Wel,62.35082902101588,58.8165563568112,56.22934888241,55.891001764359906,58.32193400614925,6.6912475937143325,2.5867445938310825,2
102,133,252,3.1622776601683795,Tat,Dut,60.37141957821839,61.5949066580338,58.339320537822005,57.118590083873,59.356059214486805,3.020855047697455,1.7380607146177187,2
103,134,253,3.1622776601683795,Prt,Wel,57.9752672395724,57.1985233798195,53.7479286480163,59.21289911955021,57.0336545967396,4.114729446272625,2.0284795898092307,2
104,135,254,3.1622776601683795,Grm,Wel,54.062687163106006,54.90961380443709,55.244755244755204,56.925918325466796,55.285743634441275,1.082298461565944,1.0403357446353287,2
105,136,255,3.1622776601683795,Grm,Fin,70.9645861866562,70.54573855315822,69.46701010501279,70.39872725464849,70.34401552486892,0.2994830015614535,0.5472504011523915,2
106,137,256,3.1622776601683795,Grk,Grg,70.5998681608437,71.8179718179718,71.4254143646408,72.2129039472212,71.51403957266938,0.3560875053624383,0.5967306807617975,2
107,138,257,3.1622776601683795,Arm,Grm,58.769689229459296,57.74039554444189,51.9125043864779,55.6273972602739,56.01249660516325,6.886495902636849,2.6242133874052334,2
108,139,258,3.1622776601683795,Grm,Est,65.8738882782052,65.8616904500548,68.1965283907031,66.0665520380297,66.4996647892482,0.9663850591132359,0.983048858965431,2
109,140,259,3.1622776601683795,Trk,Alb,82.3498488631883,85.5231469092855,83.7096774193548,82.38893322692199,83.49290160468766,1.673550874905487,1.29365794354825,2
110,141,260,3.1622776601683795,Grg,Grk,69.3969396939694,70.93309465204742,69.7262667443214,71.4601512507271,70.37911308526633,0.7166030017432214,0.8465240703862008,2
111,142,261,3.1622776601683795,Dut,Tat,54.826508797895,58.6892433290498,61.8953681054209,65.70884267344019,60.27999072645147,16.088204991560374,4.011010470138463,2
112,143,262,3.1622776601683795,Trk,Grm,70.9690637164515,72.53831618727689,68.76395372437581,71.05737617987059,70.8321774519937,1.8144777719874865,1.3470255275931065,2
113,144,263,3.1622776601683795,Grm,Arm,53.585864418524,51.265198816956904,54.8146393462039,53.003374578177706,53.167269289965624,1.6334458861717385,1.2780633341786074,2
114,145,264,3.1622776601683795,Est,Grm,70.1136479983618,70.643997939206,70.8639243689027,71.62148441466128,70.81076368028295,0.29346881358570076,0.5417276193676124,2
115,146,265,3.1622776601683795,Alb,Wel,61.56082289803221,59.2105263157894,61.831206626371106,62.84571809396861,61.36206848354033,1.772485945118265,1.3313474171373394,2
116,147,266,3.1622776601683795,Wel,Prt,68.1505277650298,71.0911395322041,72.2113277194601,67.84357541899439,69.8241426089221,3.5068917487737847,1.8726696849080953,2
117,148,267,3.1622776601683795,Spn,Wel,61.07645130591089,61.3401512730371,60.614873286248404,55.93088720636761,59.740590767891,4.9053320838128585,2.214798429612243,2
118,149,268,3.1622776601683795,Eng,Bsq,45.669291338582596,44.85385296722763,43.79280070237,48.723690103000436,45.75990877779516,3.370665644047759,1.8359372658257578,2
119,150,269,3.1622776601683795,Wel,Grm,69.52641719906701,68.6634066829665,65.67366283006089,68.90408120986099,68.19189198048885,2.212993806543119,1.4876134600571207,2
120,151,270,3.1622776601683795,Wel,Alb,82.94731139103341,80.79905375213559,80.90338099692629,81.0183950946414,81.41703530868416,0.786600216170966,0.8869048518138606,2
121,152,271,3.1622776601683795,Wel,Spn,72.4307836696386,73.6434108527131,69.4930666060468,73.99675249362092,72.39100340550486,3.1366436777190043,1.7710572203401573,2
122,153,272,3.1622776601683795,Fr,Grg,69.5924764890282,67.505867292511,67.55206119847,68.17457789104799,68.20624571776429,0.710281481573113,0.8427819893502192,2
123,154,273,3.1622776601683795,Grm,Trk,67.53053637811999,70.2218430034129,68.7658495350803,69.02220324508961,68.88510804042569,0.9136856089582758,0.9558690333713483,2
124,155,274,3.1622776601683795,Grk,Tat,36.07877271243607,43.809892556383,37.273102310230996,33.350156455031,37.627981008520266,14.76044963279746,3.84193305938527,2
125,156,275,3.1622776601683795,Wel,It,72.3214285714285,75.13661202185791,74.49032391596809,71.95778364116092,73.47653703760385,1.8561250589816414,1.3623968067276293,2
126,157,276,3.1622776601683795,Bsq,Eng,57.978099335158305,55.7680930782882,58.0683743645968,59.084194977843396,57.72469043897168,1.4647151331114903,1.2102541605429376,2
127,158,277,3.3166247903554,Trk,Fr,72.6414033509501,72.09663120567372,72.5623582766439,72.52966618609291,72.45751475484016,0.04506248623357153,0.21227926472826197,1
128,159,278,3.3166247903554,Fr,Trk,74.558670820353,73.9754964089564,75.74556830031278,73.123784171188,74.35087992520255,0.9087523733912226,0.9532850430963566,1
129,160,279,3.3166247903554,Wel,Grk,74.03123192596871,72.8114867994441,71.441947565543,71.4008890915308,72.42138884562165,1.1861240315348396,1.08909321526435,1
131,162,281,3.3166247903554,Fr,Arm,51.003344481605296,51.816783051248606,50.1600853788687,55.1005747126436,52.020196906091556,3.5060270935828433,1.87243880903565,1
132,163,282,3.3166247903554,Fr,Wel,57.7828476615161,51.76470588235289,54.02970771442261,53.3420585210806,54.22982994484305,4.882239636604554,2.2095790632164656,1
133,164,283,3.3166247903554,Est,Fr,69.2610406646261,66.5796912372254,70.60766182298539,67.1307374374592,68.39478279057403,2.6349010795529413,1.6232378382581345,1
134,165,284,3.3166247903554,Arm,Fr,37.161163134549,41.25087842586085,39.826535396155606,45.5940875497441,40.95816612657739,9.318816940858845,3.0526737363922214,1
135,166,285,3.3166247903554,Wel,Fr,70.24913417495252,68.849615092703,68.20947414167749,66.123087233329,68.3578276606655,2.2087421883656964,1.4861837666875843,1
136,167,286,3.3166247903554,Fr,Est,73.51584731625942,74.4678783166488,71.8,69.8086261068266,72.3980879349337,3.1491099989797586,1.7745731878341222,1
137,168,287,3.3166247903554,Tat,Grm,59.2381555344518,58.65619361002011,59.4235911656927,56.88387551616469,58.550453956582324,1.0059916546278065,1.0029913532168693,1
138,169,288,3.3166247903554,Grk,Wel,56.514463303848906,59.640981804860104,54.9389432958529,56.36538000479499,56.86494210233923,2.947066377513241,1.7167021807853688,1
139,170,289,3.4641016151377544,Fr,Tat,38.974602421077606,31.782549420586196,28.7349647449191,42.80791730106578,35.57500847191217,31.260288248303006,5.591090076926235,1
140,171,290,3.4641016151377544,Tat,Fr,53.5809584800939,54.7891891891891,53.123625164980204,49.5269436445907,52.755179119713475,3.844091321468099,1.960635438185309,1
