feature,average_dist_over_feat,language,index_org,Hasfeature,dist
7,1.4171208396324302,Arm,28,False,1.7320508075688772
7,1.4171208396324302,Tat,30,False,2.0
8,1.3353006672199015,Fr,0,True,1.7320508075688772
8,1.3353006672199015,Grm,1,True,1.4142135623730951
8,1.3353006672199015,Dut,2,True,1.7320508075688772
8,1.3353006672199015,Grk,4,False,1.4142135623730951
8,1.3353006672199015,Spn,5,True,0.0
8,1.3353006672199015,Prt,6,True,0.0
8,1.3353006672199015,It,7,True,0.0
8,1.3353006672199015,Alb,8,True,1.4142135623730951
8,1.3353006672199015,Rom,9,False,1.4142135623730951
8,1.3353006672199015,Nor,11,True,1.4142135623730951
8,1.3353006672199015,Swd,12,True,1.4142135623730951
8,1.3353006672199015,Hng,13,False,1.7320508075688772
8,1.3353006672199015,Cz,14,False,1.0
8,1.3353006672199015,Ltv,15,False,2.0
8,1.3353006672199015,Lit,16,False,2.0
8,1.3353006672199015,SCr,17,False,1.4142135623730951
8,1.3353006672199015,Blg,18,False,1.4142135623730951
8,1.3353006672199015,Pol,19,False,1.7320508075688772
8,1.3353006672199015,Sln,20,False,1.7320508075688772
8,1.3353006672199015,Ukr,21,False,1.7320508075688772
9,1.3378315177510849,Grk,4,True,2.0
9,1.3378315177510849,Spn,5,False,2.0
9,1.3378315177510849,Prt,6,False,2.0
9,1.3378315177510849,It,7,False,2.0
9,1.3378315177510849,Alb,8,True,1.7320508075688772
9,1.3378315177510849,Rom,9,False,1.7320508075688772
9,1.3378315177510849,Rus,10,True,1.4142135623730951
9,1.3378315177510849,Hng,13,True,1.7320508075688772
9,1.3378315177510849,Cz,14,False,1.4142135623730951
9,1.3378315177510849,Ltv,15,True,0.0
9,1.3378315177510849,Lit,16,False,1.0
9,1.3378315177510849,SCr,17,False,1.0
9,1.3378315177510849,Blg,18,False,1.0
9,1.3378315177510849,Pol,19,False,0.0
9,1.3378315177510849,Sln,20,False,0.0
9,1.3378315177510849,Ukr,21,False,0.0
9,1.3378315177510849,Bsq,22,True,2.0
9,1.3378315177510849,Fin,24,True,1.7320508075688772
9,1.3378315177510849,Est,27,False,2.0
9,1.3378315177510849,Arm,28,False,2.0
10,1.4037233800108742,Spn,5,True,2.0
10,1.4037233800108742,Prt,6,True,2.0
10,1.4037233800108742,It,7,True,2.0
10,1.4037233800108742,Alb,8,True,2.0
10,1.4037233800108742,Rom,9,True,1.7320508075688772
10,1.4037233800108742,Rus,10,True,1.7320508075688772
10,1.4037233800108742,Hng,13,True,2.0
10,1.4037233800108742,Cz,14,True,1.4142135623730951
10,1.4037233800108742,Ltv,15,True,1.0
10,1.4037233800108742,Lit,16,True,1.0
10,1.4037233800108742,SCr,17,True,1.0
10,1.4037233800108742,Blg,18,True,1.0
10,1.4037233800108742,Pol,19,True,0.0
10,1.4037233800108742,Sln,20,True,0.0
10,1.4037233800108742,Ukr,21,True,0.0
10,1.4037233800108742,Bsq,22,False,2.0
10,1.4037233800108742,Fin,24,False,1.7320508075688772
10,1.4037233800108742,Grg,25,False,2.0
10,1.4037233800108742,Est,27,False,1.7320508075688772
10,1.4037233800108742,Arm,28,False,1.7320508075688772
11,1.4324776291006933,Fr,0,True,1.4142135623730951
11,1.4324776291006933,Grm,1,True,1.0
11,1.4324776291006933,Dut,2,True,1.4142135623730951
11,1.4324776291006933,Eng,3,True,2.0
11,1.4324776291006933,Grk,4,False,1.7320508075688772
11,1.4324776291006933,Spn,5,False,0.0
11,1.4324776291006933,Prt,6,False,0.0
11,1.4324776291006933,It,7,False,0.0
11,1.4324776291006933,Alb,8,False,1.4142135623730951
11,1.4324776291006933,Rom,9,False,1.7320508075688772
11,1.4324776291006933,Nor,11,False,1.4142135623730951
11,1.4324776291006933,Swd,12,False,1.4142135623730951
11,1.4324776291006933,Hng,13,False,2.0
11,1.4324776291006933,Cz,14,False,1.4142135623730951
11,1.4324776291006933,Lit,16,False,2.23606797749979
11,1.4324776291006933,SCr,17,False,1.7320508075688772
11,1.4324776291006933,Blg,18,False,1.7320508075688772
11,1.4324776291006933,Pol,19,False,2.0
11,1.4324776291006933,Sln,20,False,2.0
11,1.4324776291006933,Ukr,21,False,2.0
12,1.390325920389318,Spn,5,True,2.0
12,1.390325920389318,Prt,6,True,2.0
12,1.390325920389318,It,7,True,2.0
12,1.390325920389318,Alb,8,True,2.0
12,1.390325920389318,Rom,9,True,1.7320508075688772
12,1.390325920389318,Rus,10,True,1.7320508075688772
12,1.390325920389318,Hng,13,False,1.7320508075688772
12,1.390325920389318,Cz,14,True,1.4142135623730951
12,1.390325920389318,Ltv,15,True,1.0
12,1.390325920389318,Lit,16,True,1.0
12,1.390325920389318,SCr,17,True,1.0
12,1.390325920389318,Blg,18,True,1.0
12,1.390325920389318,Pol,19,True,0.0
12,1.390325920389318,Sln,20,True,0.0
12,1.390325920389318,Ukr,21,True,0.0
12,1.390325920389318,Fin,24,False,1.7320508075688772
12,1.390325920389318,Grg,25,False,2.0
12,1.390325920389318,Est,27,False,1.7320508075688772
12,1.390325920389318,Arm,28,False,1.7320508075688772
12,1.390325920389318,Tat,30,False,2.0
