feature,average_dist_over_feat,language,index_org,Hasfeature,dist
1,1.1480487980106302,Spn,5,True,1.7320508075688772
1,1.1480487980106302,Prt,6,True,1.7320508075688772
1,1.1480487980106302,It,7,True,1.7320508075688772
1,1.1480487980106302,Alb,8,True,1.7320508075688772
1,1.1480487980106302,Rom,9,True,1.4142135623730951
1,1.1480487980106302,Rus,10,False,1.7320508075688772
1,1.1480487980106302,Hng,13,True,1.7320508075688772
1,1.1480487980106302,Cz,14,False,1.4142135623730951
1,1.1480487980106302,Ltv,15,False,1.0
1,1.1480487980106302,Lit,16,False,1.0
1,1.1480487980106302,SCr,17,False,1.0
1,1.1480487980106302,Blg,18,False,1.0
1,1.1480487980106302,Pol,19,False,0.0
1,1.1480487980106302,Sln,20,False,0.0
1,1.1480487980106302,Ukr,21,False,0.0
2,1.25855434516739,Spn,5,True,2.0
2,1.25855434516739,Prt,6,True,2.0
2,1.25855434516739,It,7,True,2.0
2,1.25855434516739,Alb,8,True,2.0
2,1.25855434516739,Rom,9,True,1.7320508075688772
2,1.25855434516739,Rus,10,True,1.7320508075688772
2,1.25855434516739,Hng,13,True,2.0
2,1.25855434516739,Cz,14,True,1.4142135623730951
2,1.25855434516739,Ltv,15,True,1.0
2,1.25855434516739,Lit,16,True,1.0
2,1.25855434516739,SCr,17,True,1.0
2,1.25855434516739,Blg,18,True,1.0
2,1.25855434516739,Pol,19,True,0.0
2,1.25855434516739,Sln,20,True,0.0
2,1.25855434516739,Ukr,21,True,0.0
3,1.1382978400144987,Spn,5,True,1.7320508075688772
3,1.1382978400144987,Prt,6,True,1.7320508075688772
3,1.1382978400144987,It,7,True,1.7320508075688772
3,1.1382978400144987,Alb,8,True,1.7320508075688772
3,1.1382978400144987,Rom,9,True,1.4142135623730951
3,1.1382978400144987,Rus,10,False,1.7320508075688772
3,1.1382978400144987,Hng,13,False,2.0
3,1.1382978400144987,Cz,14,True,1.0
3,1.1382978400144987,Ltv,15,False,1.0
3,1.1382978400144987,Lit,16,False,1.0
3,1.1382978400144987,SCr,17,False,1.0
3,1.1382978400144987,Blg,18,False,1.0
3,1.1382978400144987,Pol,19,False,0.0
3,1.1382978400144987,Sln,20,False,0.0
3,1.1382978400144987,Ukr,21,False,0.0
