feature,average_dist_over_feat,language,index_org,Hasfeature,dist
4,1.026153656360884,Spn,5,True,1.7320508075688772
4,1.026153656360884,Prt,6,True,1.7320508075688772
4,1.026153656360884,It,7,True,1.7320508075688772
4,1.026153656360884,Alb,8,False,2.0
4,1.026153656360884,Rom,9,False,1.7320508075688772
4,1.026153656360884,Rus,10,False,1.7320508075688772
4,1.026153656360884,Hng,13,True,1.7320508075688772
4,1.026153656360884,Cz,14,True,1.0
4,1.026153656360884,Ltv,15,False,1.0
4,1.026153656360884,Lit,16,False,1.0
4,1.026153656360884,SCr,17,True,0.0
4,1.026153656360884,Blg,18,True,0.0
4,1.026153656360884,Pol,19,False,0.0
4,1.026153656360884,Sln,20,False,0.0
4,1.026153656360884,Ukr,21,False,0.0
5,1.2049645066811654,Alb,8,True,2.0
5,1.2049645066811654,Rom,9,True,1.7320508075688772
5,1.2049645066811654,Rus,10,True,1.7320508075688772
5,1.2049645066811654,Hng,13,True,2.0
5,1.2049645066811654,Cz,14,True,1.4142135623730951
5,1.2049645066811654,Ltv,15,True,1.0
5,1.2049645066811654,Lit,16,True,1.0
5,1.2049645066811654,SCr,17,True,1.0
5,1.2049645066811654,Blg,18,True,1.0
5,1.2049645066811654,Pol,19,True,0.0
5,1.2049645066811654,Sln,20,True,0.0
5,1.2049645066811654,Ukr,21,True,0.0
5,1.2049645066811654,Fin,24,False,1.7320508075688772
5,1.2049645066811654,Est,27,False,1.7320508075688772
5,1.2049645066811654,Arm,28,False,1.7320508075688772
6,1.1495093791412856,Grk,4,True,2.0
6,1.1495093791412856,Spn,5,False,2.0
6,1.1495093791412856,It,7,False,2.0
6,1.1495093791412856,Alb,8,False,2.0
6,1.1495093791412856,Rom,9,True,1.4142135623730951
6,1.1495093791412856,Rus,10,True,1.4142135623730951
6,1.1495093791412856,Hng,13,False,2.0
6,1.1495093791412856,Cz,14,False,1.4142135623730951
6,1.1495093791412856,Ltv,15,False,1.0
6,1.1495093791412856,Lit,16,True,0.0
6,1.1495093791412856,SCr,17,False,1.0
6,1.1495093791412856,Blg,18,False,1.0
6,1.1495093791412856,Pol,19,False,0.0
6,1.1495093791412856,Sln,20,False,0.0
6,1.1495093791412856,Ukr,21,False,0.0
7,1.2228277861765735,It,7,True,2.0
7,1.2228277861765735,Alb,8,True,2.0
7,1.2228277861765735,Rom,9,True,1.7320508075688772
7,1.2228277861765735,Rus,10,True,1.7320508075688772
7,1.2228277861765735,Hng,13,True,2.0
7,1.2228277861765735,Cz,14,True,1.4142135623730951
7,1.2228277861765735,Ltv,15,True,1.0
7,1.2228277861765735,Lit,16,True,1.0
7,1.2228277861765735,SCr,17,True,1.0
7,1.2228277861765735,Blg,18,True,1.0
7,1.2228277861765735,Pol,19,True,0.0
7,1.2228277861765735,Sln,20,True,0.0
7,1.2228277861765735,Ukr,21,True,0.0
7,1.2228277861765735,Est,27,False,1.7320508075688772
7,1.2228277861765735,Arm,28,False,1.7320508075688772
8,1.167324061446093,Fr,0,True,1.7320508075688772
8,1.167324061446093,Grm,1,True,1.4142135623730951
8,1.167324061446093,Dut,2,True,1.7320508075688772
8,1.167324061446093,Grk,4,False,1.4142135623730951
8,1.167324061446093,Spn,5,True,0.0
8,1.167324061446093,Prt,6,True,0.0
8,1.167324061446093,It,7,True,0.0
8,1.167324061446093,Alb,8,True,1.4142135623730951
8,1.167324061446093,Rom,9,False,1.4142135623730951
8,1.167324061446093,Nor,11,True,1.4142135623730951
8,1.167324061446093,Swd,12,True,1.4142135623730951
8,1.167324061446093,Hng,13,False,1.7320508075688772
8,1.167324061446093,Cz,14,False,1.0
8,1.167324061446093,SCr,17,False,1.4142135623730951
8,1.167324061446093,Blg,18,False,1.4142135623730951
9,1.11710869033478,Grk,4,True,2.0
9,1.11710869033478,It,7,False,2.0
9,1.11710869033478,Alb,8,True,1.7320508075688772
9,1.11710869033478,Rom,9,False,1.7320508075688772
9,1.11710869033478,Rus,10,True,1.4142135623730951
9,1.11710869033478,Hng,13,True,1.7320508075688772
9,1.11710869033478,Cz,14,False,1.4142135623730951
9,1.11710869033478,Ltv,15,True,0.0
9,1.11710869033478,Lit,16,False,1.0
9,1.11710869033478,SCr,17,False,1.0
9,1.11710869033478,Blg,18,False,1.0
9,1.11710869033478,Pol,19,False,0.0
9,1.11710869033478,Sln,20,False,0.0
9,1.11710869033478,Ukr,21,False,0.0
9,1.11710869033478,Fin,24,True,1.7320508075688772
10,1.2049645066811654,Alb,8,True,2.0
10,1.2049645066811654,Rom,9,True,1.7320508075688772
10,1.2049645066811654,Rus,10,True,1.7320508075688772
10,1.2049645066811654,Hng,13,True,2.0
10,1.2049645066811654,Cz,14,True,1.4142135623730951
10,1.2049645066811654,Ltv,15,True,1.0
10,1.2049645066811654,Lit,16,True,1.0
10,1.2049645066811654,SCr,17,True,1.0
10,1.2049645066811654,Blg,18,True,1.0
10,1.2049645066811654,Pol,19,True,0.0
10,1.2049645066811654,Sln,20,True,0.0
10,1.2049645066811654,Ukr,21,True,0.0
10,1.2049645066811654,Fin,24,False,1.7320508075688772
10,1.2049645066811654,Est,27,False,1.7320508075688772
10,1.2049645066811654,Arm,28,False,1.7320508075688772
11,1.2275656403009385,Fr,0,True,1.4142135623730951
11,1.2275656403009385,Grm,1,True,1.0
11,1.2275656403009385,Dut,2,True,1.4142135623730951
11,1.2275656403009385,Grk,4,False,1.7320508075688772
11,1.2275656403009385,Spn,5,False,0.0
11,1.2275656403009385,Prt,6,False,0.0
11,1.2275656403009385,It,7,False,0.0
11,1.2275656403009385,Alb,8,False,1.4142135623730951
11,1.2275656403009385,Rom,9,False,1.7320508075688772
11,1.2275656403009385,Nor,11,False,1.4142135623730951
11,1.2275656403009385,Swd,12,False,1.4142135623730951
11,1.2275656403009385,Hng,13,False,2.0
11,1.2275656403009385,Cz,14,False,1.4142135623730951
11,1.2275656403009385,SCr,17,False,1.7320508075688772
11,1.2275656403009385,Blg,18,False,1.7320508075688772
12,1.187101227185757,Alb,8,True,2.0
12,1.187101227185757,Rom,9,True,1.7320508075688772
12,1.187101227185757,Rus,10,True,1.7320508075688772
12,1.187101227185757,Hng,13,False,1.7320508075688772
12,1.187101227185757,Cz,14,True,1.4142135623730951
12,1.187101227185757,Ltv,15,True,1.0
12,1.187101227185757,Lit,16,True,1.0
12,1.187101227185757,SCr,17,True,1.0
12,1.187101227185757,Blg,18,True,1.0
12,1.187101227185757,Pol,19,True,0.0
12,1.187101227185757,Sln,20,True,0.0
12,1.187101227185757,Ukr,21,True,0.0
12,1.187101227185757,Fin,24,False,1.7320508075688772
12,1.187101227185757,Est,27,False,1.7320508075688772
12,1.187101227185757,Arm,28,False,1.7320508075688772
